fileid,pos,features,r2_test,mse_test,mae_test,best_alpha
Myc,all,"('1mer',)",0.7979214994335248,0.12769456713713437,0.28965486994726514,19.0
Myc,all,"('1mer',)",0.7897008244580026,0.14245114161514902,0.3055423252786765,21.0
Myc,all,"('1mer',)",0.7828306583144106,0.13690431907114578,0.29666664657426794,24.0
Myc,all,"('1mer', 'DNaseI', 'NPP', 'twistDisp', 'trxDi', 'stiffness')",0.8923846888520193,0.06610241955570757,0.1886070278639292,1.0
Myc,all,"('1mer', 'DNaseI', 'NPP', 'twistDisp', 'trxDi', 'stiffness')",0.9006602440975001,0.06165679460592848,0.1873401780308689,1.0
Myc,all,"('1mer', 'DNaseI', 'NPP', 'twistDisp', 'trxDi', 'stiffness')",0.91641011909812,0.0511684420996104,0.17426993388655976,2.0
Myc,all,"('1mer', 'DNaseI', 'NPP', 'twistDisp', 'trxDi', 'stiffness')",0.908962651577342,0.06015029605534765,0.18923440518043133,2.0
Myc,all,"('1mer', 'DNaseI', 'NPP', 'twistDisp', 'trxDi', 'stiffness')",0.8960471174933771,0.062463284150607264,0.1898732845221364,2.0
Myc,all,"('1mer', 'DNaseI', 'NPP', 'twistDisp', 'trxDi', 'stiffness')",0.9052981787158224,0.06003381062667461,0.1875564040553486,1.0
Myc,all,"('1mer', 'DNaseI', 'NPP', 'twistDisp', 'trxDi', 'stiffness')",0.8869965550418721,0.06732773762599854,0.20018097693964695,1.0
Myc,all,"('1mer', 'DNaseI', 'NPP', 'twistDisp', 'trxDi', 'stiffness')",0.912090719902025,0.05555037986713141,0.18211946051013214,1.0
Myc,all,"('1mer', 'DNaseI', 'NPP', 'twistDisp', 'trxDi', 'stiffness')",0.9132556874304625,0.058758320484638575,0.18538328972289958,1.0
Myc,all,"('1mer', 'DNaseI', 'NPP', 'twistDisp', 'trxDi', 'stiffness')",0.9089731767973831,0.05738363044727491,0.1857922228774364,2.0
